7.3569 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
13.8331 	EXP 	grating_S1_T5: phase = 0.5
13.8494 	EXP 	grating_S1_T5: phase = 0.5
13.8658 	EXP 	grating_S1_T5: phase = 0.5
13.8828 	EXP 	grating_S1_T5: phase = 0.5
13.8984 	EXP 	grating_S1_T5: phase = 0.5
13.9157 	EXP 	grating_S1_T5: phase = 0.5
13.9335 	EXP 	grating_S1_T5: phase = 0.5
13.9491 	EXP 	grating_S1_T5: phase = 0.5
13.9664 	EXP 	grating_S1_T5: phase = 0.5
13.9826 	EXP 	grating_S1_T5: phase = 0.5
14.0011 	EXP 	grating_S1_T5: phase = 0.5
14.0155 	EXP 	grating_S1_T5: phase = 0.5
14.0320 	EXP 	grating_S1_T5: phase = 0.5
14.0489 	EXP 	grating_S1_T5: phase = 0.5
14.0654 	EXP 	grating_S1_T5: phase = 0.5
14.0822 	EXP 	grating_S1_T5: phase = 0.5
14.0982 	EXP 	grating_S1_T5: phase = 0.5
14.1155 	EXP 	grating_S1_T5: phase = 0.5
14.1321 	EXP 	grating_S1_T5: phase = 0.5
14.1489 	EXP 	grating_S1_T5: phase = 0.5
14.1648 	EXP 	grating_S1_T5: phase = 0.5
14.1822 	EXP 	grating_S1_T5: phase = 0.5
14.1989 	EXP 	grating_S1_T5: phase = 0.5
14.2154 	EXP 	grating_S1_T5: phase = 0.5
14.2318 	EXP 	grating_S1_T5: phase = 0.5
14.2494 	EXP 	grating_S1_T5: phase = 0.5
14.2660 	EXP 	grating_S1_T5: phase = 0.5
14.2825 	EXP 	grating_S1_T5: phase = 0.5
14.2988 	EXP 	grating_S1_T5: phase = 0.5
14.3184 	EXP 	grating_S1_T5: phase = 0.5
14.3322 	EXP 	grating_S1_T5: phase = 0.0
14.3491 	EXP 	grating_S1_T5: phase = 0.0
14.3658 	EXP 	grating_S1_T5: phase = 0.0
14.3823 	EXP 	grating_S1_T5: phase = 0.0
14.3988 	EXP 	grating_S1_T5: phase = 0.0
14.4159 	EXP 	grating_S1_T5: phase = 0.0
14.4320 	EXP 	grating_S1_T5: phase = 0.0
14.4489 	EXP 	grating_S1_T5: phase = 0.0
14.4654 	EXP 	grating_S1_T5: phase = 0.0
14.4825 	EXP 	grating_S1_T5: phase = 0.0
14.4987 	EXP 	grating_S1_T5: phase = 0.0
14.5162 	EXP 	grating_S1_T5: phase = 0.0
14.5327 	EXP 	grating_S1_T5: phase = 0.0
14.5490 	EXP 	grating_S1_T5: phase = 0.0
14.5656 	EXP 	grating_S1_T5: phase = 0.0
14.5820 	EXP 	grating_S1_T5: phase = 0.0
14.5988 	EXP 	grating_S1_T5: phase = 0.0
14.6154 	EXP 	grating_S1_T5: phase = 0.0
14.6345 	EXP 	grating_S1_T5: phase = 0.0
14.6487 	EXP 	grating_S1_T5: phase = 0.0
14.6654 	EXP 	grating_S1_T5: phase = 0.0
14.6822 	EXP 	grating_S1_T5: phase = 0.0
14.6988 	EXP 	grating_S1_T5: phase = 0.0
14.7155 	EXP 	grating_S1_T5: phase = 0.0
14.7320 	EXP 	grating_S1_T5: phase = 0.0
14.7488 	EXP 	grating_S1_T5: phase = 0.0
14.7649 	EXP 	grating_S1_T5: phase = 0.0
14.7820 	EXP 	grating_S1_T5: phase = 0.0
14.7987 	EXP 	grating_S1_T5: phase = 0.0
14.8155 	EXP 	grating_S1_T5: phase = 0.0
14.8321 	EXP 	grating_S1_T5: phase = 0.5
14.8487 	EXP 	grating_S1_T5: phase = 0.5
14.8654 	EXP 	grating_S1_T5: phase = 0.5
14.8820 	EXP 	grating_S1_T5: phase = 0.5
14.8986 	EXP 	grating_S1_T5: phase = 0.5
14.9155 	EXP 	grating_S1_T5: phase = 0.5
14.9321 	EXP 	grating_S1_T5: phase = 0.5
14.9496 	EXP 	grating_S1_T5: phase = 0.5
14.9651 	EXP 	grating_S1_T5: phase = 0.5
14.9821 	EXP 	grating_S1_T5: phase = 0.5
14.9988 	EXP 	grating_S1_T5: phase = 0.5
15.0153 	EXP 	grating_S1_T5: phase = 0.5
15.0321 	EXP 	grating_S1_T5: phase = 0.5
15.0482 	EXP 	grating_S1_T5: phase = 0.5
